ID,Year_Birth,Income,Kidhome,Teenhome,Dt_Customer,Recency,Total_Conversions,Conversion_Rate,CPA,ROI,Total_Leads,Max_Leads_Source,Z_CostContact,Z_Revenue,NumWebPurchases,NumCatalogPurchases,NumStorePurchases
3798,1968,41120.0,1,1,2013-11-06,80,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
3524,1971,39763.0,1,0,2013-08-04,9,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,5,1,2
5247,1955,38725.0,1,1,2014-05-10,52,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
5883,1972,77981.0,1,0,2013-05-26,78,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,7,4,7
2118,1964,62905.0,0,1,2013-09-10,68,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,7,2,8
8812,1979,13533.0,1,0,2013-03-10,45,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
6616,1975,59481.0,0,1,2013-10-23,47,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,3,3,8
2797,1977,72117.0,0,1,2013-08-20,34,0,0.0,0.0,266.66666666666663,25,NumWebPurchases,3,11,9,7,9
4328,1986,21955.0,1,0,2013-09-07,81,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
9167,1956,67131.0,0,1,2013-03-26,72,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,9,2,12
10560,1980,36802.0,1,0,2014-06-16,23,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
2631,1982,71853.0,0,0,2013-05-08,29,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,2,8,6
8312,1961,28249.0,0,0,2014-06-15,80,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
5534,1975,47808.0,0,1,2013-10-20,30,1,1.0,3.0,266.66666666666663,8,NumWebPurchases,3,11,3,2,3
5093,1974,25509.0,1,0,2012-09-18,15,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
7592,1946,51012.0,0,0,2013-04-18,86,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
8895,1985,70596.0,0,0,2012-10-05,68,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,3,5,12
8584,1952,85431.0,0,0,2013-06-08,54,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,2,7,7
2694,1967,42664.0,0,1,2014-03-18,44,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
8910,1955,42586.0,1,1,2012-10-29,7,0,0.0,0.0,266.66666666666663,11,NumStorePurchases,3,11,4,1,6
7433,1985,29760.0,1,0,2012-08-29,87,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
164,1977,28973.0,0,0,2012-10-13,59,0,0.0,0.0,266.66666666666663,11,NumWebPurchases,3,11,5,1,5
10477,1973,39435.0,1,0,2013-08-06,16,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,1,2
2681,1984,65370.0,0,0,2013-08-01,1,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,2,3,13
5150,1979,20194.0,1,0,2012-12-17,64,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
5283,1976,42473.0,1,1,2014-02-17,72,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
9645,1968,64590.0,0,0,2012-10-14,98,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,9,4,10
10678,1959,71232.0,0,1,2013-11-28,91,0,0.0,0.0,266.66666666666663,23,NumWebPurchases,3,11,11,2,10
7261,1971,34600.0,1,1,2013-01-01,8,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,5,2,5
9648,1967,46904.0,1,1,2012-11-03,20,0,0.0,0.0,266.66666666666663,10,NumWebPurchases,3,11,5,1,4
2870,1973,49094.0,0,1,2012-09-21,6,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,6,3,6
8008,1983,36075.0,1,0,2013-12-09,54,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
1513,1979,60839.0,1,1,2012-08-28,72,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,2,2,12
6173,1979,77298.0,0,1,2013-11-02,46,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,6,6,11
1419,1950,34026.0,1,1,2013-08-05,11,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
9150,1963,48918.0,1,1,2014-04-12,21,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
7960,1962,82122.0,0,0,2013-08-15,89,1,1.0,3.0,266.66666666666663,25,NumStorePurchases,3,11,3,9,13
1250,1976,37697.0,1,0,2014-02-07,82,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
9905,1952,34074.0,1,1,2013-07-13,69,1,1.0,3.0,266.66666666666663,9,NumWebPurchases,3,11,3,3,3
10691,1960,28520.0,1,1,2013-06-14,55,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
7002,1955,62535.0,0,1,2013-10-03,13,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,3,2,8
2952,1977,36273.0,1,0,2014-04-16,80,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
8439,1964,63404.0,0,2,2014-06-06,97,1,1.0,3.0,266.66666666666663,13,NumWebPurchases,3,11,6,3,4
762,1981,75774.0,1,0,2014-05-02,27,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,7,5,8
2831,1976,78416.0,0,1,2014-06-27,99,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,7,7,10
6977,1974,75702.0,0,1,2012-10-14,87,1,1.0,3.0,266.66666666666663,28,NumStorePurchases,3,11,10,5,13
6289,1951,59385.0,1,1,2013-04-28,85,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
4168,1966,37070.0,1,1,2013-03-20,30,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,5,1,8
8397,1951,44689.0,1,1,2014-01-10,82,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
9284,1958,53977.0,0,1,2013-06-08,21,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,5,5,12
6237,1966,7144.0,0,2,2013-12-07,92,0,0.0,0.0,266.66666666666663,25,NumWebPurchases,3,11,23,1,1
3130,1964,18701.0,1,1,2013-06-04,95,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
1619,1956,90369.0,0,0,2014-04-28,2,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,4,6,6
1990,1974,63159.0,0,0,2012-11-05,74,1,1.0,3.0,266.66666666666663,16,NumStorePurchases,3,11,3,5,8
5513,1966,37758.0,1,1,2012-10-04,49,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
269,1963,46757.0,0,1,2012-11-16,71,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,4,4,7
8093,1969,79734.0,0,0,2014-06-28,72,1,1.0,3.0,266.66666666666663,13,NumStorePurchases,3,11,4,3,6
10513,1992,63207.0,0,0,2013-01-20,68,1,1.0,3.0,266.66666666666663,11,NumStorePurchases,3,11,2,3,6
10177,1954,72071.0,0,1,2013-02-14,4,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,5,4,8
2549,1983,21840.0,1,0,2013-07-21,80,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
5782,1982,58582.0,0,1,2013-09-28,15,1,1.0,3.0,266.66666666666663,20,NumWebPurchases,3,11,9,2,9
10057,1951,72282.0,0,0,2013-07-19,70,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,5,7,9
10307,1956,50387.0,0,2,2013-08-31,91,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,6,2,8
8566,1961,32583.0,1,1,2014-06-15,10,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2415,1962,62568.0,0,1,2014-04-07,99,1,1.0,3.0,266.66666666666663,13,NumWebPurchases,3,11,5,3,5
5684,1971,44635.0,1,1,2013-10-11,25,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
8334,1971,33316.0,1,1,2013-10-04,34,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
9166,1968,63967.0,0,1,2013-08-09,57,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,4,4,12
1440,1978,52513.0,0,0,2012-09-04,84,0,0.0,0.0,266.66666666666663,23,NumWebPurchases,3,11,9,5,9
78,1969,25293.0,1,0,2013-09-15,51,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
5441,1965,54111.0,0,1,2013-08-25,97,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,5,2,6
5302,1986,78394.0,0,0,2013-02-15,13,0,0.0,0.0,266.66666666666663,15,NumCatalogPurchases,3,11,4,6,5
4687,1958,80739.0,0,0,2013-05-23,92,0,0.0,0.0,266.66666666666663,23,NumCatalogPurchases,3,11,3,11,9
1087,1975,22669.0,1,0,2013-05-22,30,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,4,1,2
6859,1987,29236.0,1,0,2013-10-08,30,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,4,0,3
9860,1959,44911.0,0,1,2013-03-15,11,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
7129,1962,54693.0,0,1,2013-02-17,72,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,6,4,13
5866,1974,48186.0,1,0,2014-03-20,39,0,0.0,0.0,266.66666666666663,9,NumWebPurchases,3,11,4,1,4
10521,1977,54809.0,1,1,2013-09-11,0,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,2,1,5
7393,1978,41580.0,1,1,2012-12-10,15,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
7849,1970,80336.0,0,0,2013-09-09,12,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,2,9,13
332,1957,47743.0,0,1,2013-03-22,56,1,1.0,3.0,266.66666666666663,11,NumStorePurchases,3,11,4,1,6
9847,1955,62972.0,0,1,2012-08-03,39,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,7,4,3
531,1954,57333.0,0,1,2012-09-22,55,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,8,5,9
9576,1982,32313.0,1,0,2013-02-11,60,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,4,0,4
6906,1953,84953.0,0,0,2013-06-03,73,3,1.0,1.0,266.66666666666663,17,NumCatalogPurchases,3,11,3,10,4
7419,1968,27071.0,1,0,2014-04-23,90,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
3170,1957,68148.0,0,0,2013-08-31,86,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,4,4,6
8527,1965,65735.0,1,1,2013-12-07,37,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,6,2,6
7872,1975,86836.0,0,0,2012-09-12,7,3,1.0,1.0,266.66666666666663,22,NumCatalogPurchases,3,11,6,10,6
9931,1963,4023.0,1,1,2014-06-23,29,0,0.0,0.0,266.66666666666663,0,NumWebPurchases,3,11,0,0,0
10595,1990,30093.0,0,0,2013-07-08,19,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
4609,1966,57705.0,0,1,2014-01-11,14,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,8,1,6
5010,1988,25008.0,1,0,2014-02-02,72,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
4427,1995,83257.0,0,0,2012-09-18,56,2,1.0,1.5,266.66666666666663,27,NumStorePurchases,3,11,5,10,12
11148,1975,22280.0,1,0,2013-05-19,85,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1168,1978,72159.0,0,0,2012-10-29,62,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,4,6,10
9595,1961,64260.0,0,0,2013-01-11,1,0,0.0,0.0,266.66666666666663,13,NumCatalogPurchases,3,11,4,5,4
10163,1984,82733.0,0,0,2013-09-10,28,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,8,4,7
2886,1971,74290.0,0,1,2013-08-12,70,2,1.0,1.5,266.66666666666663,28,NumWebPurchases,3,11,10,8,10
6710,1951,58217.0,2,1,2012-11-17,84,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
5316,1976,21024.0,0,0,2013-07-04,89,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
9029,1972,70116.0,0,0,2013-01-26,73,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,2,8,12
521,1985,54006.0,1,0,2012-09-18,42,0,0.0,0.0,266.66666666666663,16,NumWebPurchases,3,11,8,1,7
1459,1966,69063.0,0,1,2012-11-07,16,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,5,3,5
10241,1975,11448.0,0,0,2013-12-15,16,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
1630,1979,61825.0,0,1,2013-08-07,56,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,4,2,8
3254,1971,70886.0,1,0,2013-10-14,65,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,5,4,4
9064,1982,69109.0,0,0,2012-11-09,10,1,1.0,3.0,266.66666666666663,19,NumStorePurchases,3,11,6,6,7
3678,1973,60208.0,1,1,2012-10-07,13,1,1.0,3.0,266.66666666666663,18,NumWebPurchases,3,11,8,3,7
4227,1968,32889.0,1,1,2013-09-06,78,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,1,3
9467,1984,34738.0,1,0,2014-05-11,51,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
8486,1971,30538.0,1,0,2012-10-01,27,0,0.0,0.0,266.66666666666663,13,NumWebPurchases,3,11,9,0,4
2186,1977,82326.0,0,0,2014-03-10,30,3,1.0,1.0,266.66666666666663,21,NumCatalogPurchases,3,11,5,10,6
3286,1967,26642.0,1,0,2014-03-01,71,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
8602,1964,69932.0,0,1,2013-06-12,97,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,7,6,11
3722,1972,44503.0,1,1,2014-04-16,83,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
6715,1948,60200.0,0,1,2013-01-02,3,0,0.0,0.0,266.66666666666663,19,NumStorePurchases,3,11,6,2,11
4796,1952,49638.0,0,1,2014-04-19,71,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
9612,1987,23830.0,0,0,2014-02-07,3,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
3766,1959,33051.0,0,0,2012-08-16,15,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,9,1,8
1399,1958,72905.0,0,0,2014-01-21,52,1,1.0,3.0,266.66666666666663,19,NumStorePurchases,3,11,3,7,9
1570,1951,69702.0,0,1,2013-02-19,8,0,0.0,0.0,266.66666666666663,24,NumStorePurchases,3,11,7,7,10
3426,1975,70300.0,1,0,2013-07-15,89,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,5,5,13
3074,1984,70643.0,0,0,2012-10-15,66,0,0.0,0.0,266.66666666666663,17,NumCatalogPurchases,3,11,5,8,4
8341,1969,30396.0,1,0,2014-04-30,22,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
5180,1968,50616.0,0,1,2014-04-18,56,0,0.0,0.0,266.66666666666663,8,NumWebPurchases,3,11,4,0,4
6461,1969,62772.0,0,1,2013-05-19,74,1,1.0,3.0,266.66666666666663,22,NumStorePurchases,3,11,5,6,11
7679,1985,30298.0,0,0,2014-05-19,48,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,1,3
10702,1984,52413.0,1,0,2012-11-03,67,0,0.0,0.0,266.66666666666663,15,NumWebPurchases,3,11,7,1,7
7505,1957,44155.0,1,1,2014-01-19,24,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
5113,1971,86979.0,0,0,2013-11-07,67,1,1.0,3.0,266.66666666666663,15,NumWebPurchases,3,11,5,5,5
10858,1975,76532.0,1,1,2013-09-09,38,0,0.0,0.0,266.66666666666663,21,NumWebPurchases,3,11,9,5,7
2961,1982,42081.0,1,0,2013-02-26,86,1,1.0,3.0,266.66666666666663,13,NumWebPurchases,3,11,6,3,4
2747,1988,67546.0,0,0,2012-08-31,90,0,0.0,0.0,266.66666666666663,19,NumCatalogPurchases,3,11,4,10,5
3010,1989,88420.0,0,0,2014-05-02,87,3,1.0,1.0,266.66666666666663,19,NumStorePurchases,3,11,4,7,8
5790,1985,31158.0,1,0,2013-01-27,62,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
6892,1968,61671.0,0,1,2014-06-03,23,2,1.0,1.5,266.66666666666663,20,NumWebPurchases,3,11,10,4,6
1743,1974,69719.0,0,0,2014-05-26,99,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,2,3,5
3578,1949,49160.0,0,1,2013-10-20,29,0,0.0,0.0,266.66666666666663,10,NumStorePurchases,3,11,3,1,6
8462,1978,24882.0,1,0,2012-09-09,52,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
5558,1954,90933.0,0,0,2014-03-31,90,1,1.0,3.0,266.66666666666663,14,NumCatalogPurchases,3,11,4,6,4
4619,1945,113734.0,0,0,2014-05-28,9,0,0.0,0.0,266.66666666666663,27,NumWebPurchases,3,11,27,0,0
8780,1950,59292.0,0,1,2013-06-13,71,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,3,5,8
10789,1964,45759.0,1,1,2013-02-23,13,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,2,0,3
10779,1983,22148.0,0,0,2014-04-13,16,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
5896,1987,73395.0,0,0,2014-03-18,94,0,0.0,0.0,266.66666666666663,14,NumStorePurchases,3,11,4,4,6
2337,1971,29819.0,1,0,2013-10-24,77,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
10951,1968,45688.0,0,1,2014-01-25,20,1,1.0,3.0,266.66666666666663,12,NumStorePurchases,3,11,3,1,8
544,1954,62820.0,0,0,2013-05-11,51,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,3,4,6
17,1971,60491.0,0,1,2013-09-06,81,0,0.0,0.0,266.66666666666663,24,NumCatalogPurchases,3,11,6,11,7
10680,1986,33235.0,1,0,2014-02-05,71,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
3265,1959,35701.0,0,0,2013-03-19,36,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
5623,1980,31535.0,1,0,2013-09-26,95,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,1,2
5832,1960,92556.0,0,0,2014-04-20,32,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,3,5,13
5544,1970,67384.0,0,1,2012-11-10,32,1,1.0,3.0,266.66666666666663,20,NumCatalogPurchases,3,11,7,8,5
6417,1971,80573.0,0,0,2012-10-14,85,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,4,6,13
5831,1967,77870.0,0,1,2012-08-22,93,2,1.0,1.5,266.66666666666663,15,NumWebPurchases,3,11,5,5,5
7101,1963,52278.0,0,1,2013-01-25,24,0,0.0,0.0,266.66666666666663,25,NumWebPurchases,3,11,10,5,10
10176,1968,57107.0,0,1,2012-08-24,44,2,1.0,1.5,266.66666666666663,16,NumStorePurchases,3,11,4,4,8
2326,1990,18929.0,0,0,2013-02-16,15,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
4385,1981,36038.0,1,0,2013-05-31,82,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
2929,1976,20180.0,0,0,2013-02-20,27,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
10686,1965,34230.0,1,1,2012-12-26,72,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,1,0,2
2546,1977,31878.0,0,1,2014-06-22,7,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
3283,1972,70932.0,0,1,2014-01-19,57,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,6,2,12
3138,1956,91249.0,0,0,2012-10-20,84,4,1.0,0.75,266.66666666666663,22,NumCatalogPurchases,3,11,7,9,6
4994,1943,77598.0,0,0,2013-10-01,53,1,1.0,3.0,266.66666666666663,25,NumStorePurchases,3,11,7,5,13
7966,1959,80982.0,1,1,2013-01-08,48,0,0.0,0.0,266.66666666666663,27,NumWebPurchases,3,11,11,5,11
3112,1977,22701.0,1,0,2013-09-05,2,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10872,1969,55212.0,0,1,2012-11-23,65,2,1.0,1.5,266.66666666666663,17,NumStorePurchases,3,11,4,2,11
2181,1970,70617.0,0,0,2013-06-23,45,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,3,3,7
1867,1957,64849.0,0,0,2012-11-13,42,0,0.0,0.0,266.66666666666663,18,NumWebPurchases,3,11,9,3,6
1518,1965,62694.0,1,1,2013-06-17,29,0,0.0,0.0,266.66666666666663,19,NumWebPurchases,3,11,9,3,7
5734,1974,61917.0,1,1,2013-11-20,83,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
2878,1947,67472.0,0,1,2013-09-28,93,0,0.0,0.0,266.66666666666663,13,NumStorePurchases,3,11,4,2,7
1458,1982,21059.0,1,0,2014-01-07,40,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
7007,1968,29543.0,2,0,2014-04-01,47,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,1,2
6200,1951,75903.0,0,1,2013-04-08,50,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,6,6,9
1403,1975,34984.0,1,1,2012-09-06,40,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
4827,1956,54998.0,0,1,2013-03-10,3,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,4,2,9
6250,1949,54356.0,0,1,2012-11-19,62,0,0.0,0.0,266.66666666666663,21,NumWebPurchases,3,11,11,2,8
9291,1959,34242.0,0,1,2014-03-23,25,0,0.0,0.0,266.66666666666663,3,NumStorePurchases,3,11,0,0,3
2478,1973,25410.0,1,0,2013-08-31,48,0,0.0,0.0,266.66666666666663,5,NumStorePurchases,3,11,1,0,4
1139,1984,73356.0,0,0,2014-02-06,56,3,1.0,1.0,266.66666666666663,21,NumCatalogPurchases,3,11,5,11,5
5138,1950,28320.0,0,1,2013-01-14,68,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
5393,1977,23763.0,1,0,2012-08-07,64,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10413,1984,72570.0,0,0,2014-04-25,67,0,0.0,0.0,266.66666666666663,22,NumStorePurchases,3,11,4,6,12
5015,1976,34529.0,1,0,2012-09-14,94,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,2,3
10868,1951,70792.0,0,0,2013-02-06,82,0,0.0,0.0,266.66666666666663,17,NumStorePurchases,3,11,3,4,10
10676,1982,63211.0,0,0,2012-11-02,3,0,0.0,0.0,266.66666666666663,18,NumCatalogPurchases,3,11,3,8,7
2495,1974,83891.0,0,1,2014-06-20,24,0,0.0,0.0,266.66666666666663,21,NumStorePurchases,3,11,4,7,10
7842,1968,36065.0,1,1,2013-03-31,54,0,0.0,0.0,266.66666666666663,6,NumWebPurchases,3,11,3,0,3
9955,1954,39898.0,0,1,2013-02-12,20,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
6663,1940,51141.0,0,0,2013-07-08,96,0,0.0,0.0,266.66666666666663,8,NumStorePurchases,3,11,3,1,4
2162,1976,56939.0,0,1,2013-09-18,19,0,0.0,0.0,266.66666666666663,16,NumStorePurchases,3,11,3,3,10
3434,1951,80872.0,0,0,2014-05-12,60,0,0.0,0.0,266.66666666666663,18,NumStorePurchases,3,11,4,4,10
7919,1976,72335.0,0,0,2012-08-13,2,0,0.0,0.0,266.66666666666663,22,NumWebPurchases,3,11,10,4,8
5626,1964,61798.0,0,0,2013-11-23,13,0,0.0,0.0,266.66666666666663,15,NumStorePurchases,3,11,4,2,9
6428,1950,76842.0,0,0,2014-05-03,37,0,0.0,0.0,266.66666666666663,16,NumCatalogPurchases,3,11,1,8,7
8514,1976,29478.0,1,0,2014-01-17,59,0,0.0,0.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
10448,1956,46998.0,0,1,2012-10-22,55,1,1.0,3.0,266.66666666666663,13,NumWebPurchases,3,11,5,3,5
2109,1990,96843.0,0,0,2013-04-23,60,1,1.0,3.0,266.66666666666663,27,NumCatalogPurchases,3,11,6,11,10
7530,1950,56551.0,1,1,2014-05-07,48,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,2,1,4
8925,1965,70053.0,0,1,2013-07-03,38,0,0.0,0.0,266.66666666666663,23,NumStorePurchases,3,11,8,5,10
3009,1962,71670.0,0,0,2013-07-09,8,3,1.0,1.0,266.66666666666663,14,NumStorePurchases,3,11,5,3,6
6355,1978,44359.0,1,1,2014-06-17,19,0,0.0,0.0,266.66666666666663,6,NumStorePurchases,3,11,2,0,4
3517,1952,40887.0,1,1,2013-05-06,32,0,0.0,0.0,266.66666666666663,7,NumWebPurchases,3,11,3,1,3
1158,1966,48877.0,0,1,2014-01-05,27,0,0.0,0.0,266.66666666666663,7,NumStorePurchases,3,11,3,0,4
6203,1947,74485.0,0,0,2013-08-24,58,0,0.0,0.0,266.66666666666663,25,NumStorePurchases,3,11,6,7,12
7165,1972,64474.0,0,1,2013-10-22,59,0,0.0,0.0,266.66666666666663,20,NumStorePurchases,3,11,8,2,10
3595,1963,77226.0,0,1,2014-02-28,29,0,0.0,0.0,266.66666666666663,26,NumStorePurchases,3,11,6,8,12
8537,1949,72643.0,0,0,2013-02-27,60,1,1.0,3.0,266.66666666666663,20,NumCatalogPurchases,3,11,3,10,7
4331,1978,85738.0,0,0,2014-01-23,41,2,1.0,1.5,266.66666666666663,20,NumStorePurchases,3,11,3,6,11
6281,1966,55686.0,0,1,2013-02-14,27,1,1.0,3.0,266.66666666666663,14,NumWebPurchases,3,11,6,3,5
4338,1983,39062.0,1,0,2014-03-25,28,1,1.0,3.0,266.66666666666663,4,NumStorePurchases,3,11,1,0,3
2452,1971,34600.0,1,1,2013-01-01,8,0,0.0,0.0,266.66666666666663,12,NumWebPurchases,3,11,5,2,5
9507,1975,40794.0,0,1,2013-04-07,18,0,0.0,0.0,266.66666666666663,14,NumWebPurchases,3,11,6,3,5
8360,1971,54690.0,1,1,2013-11-07,76,0,0.0,0.0,266.66666666666663,9,NumStorePurchases,3,11,3,1,5
